text,target
" That sounds awesome, Mrs. Pine. http://bit.ly/Ddzn6  ",1
  text each other!!!!!!!! And I wanna go to hehehe ,1
Wonderful day coming to an end..  ,1
Having a day of disappointments so far! Can only get better ,1
" Ach, feel the fear and do it anyway  Do a Bart - Hi, I'm Derek Nelson who the feck are you? ",1
"http://twitpic.com/7g53x - after 6 hours of wash, clay, wax: a shiny, smooth snowball ",1
 Omg!! limewire lets me download modern day escape from ,1
 hey girl i didnt know you had twitter ,1
Had a great weekend doing practically nothing!  Back to the grind tomorrow morning ,1
Hey  LOL  DAMN HAD 2 BREAK IT DOWN 4 DA CHILD!  (SongbookTV live &gt; http://ustre.am/3nhV),1
Finds it funny when people try to use big words to make them sound more impressive than they are. They must be so insecure. ,1
"I'm home  application in, new make up, pub lunch. Sorted! ",1
Good morning world. Happy Monday. Hope your week is blessed. Must rouse the family now ,1
Froyo. Steven sings like a bitch lawl! ,1
Anyone else attending the LiveStudios event at Microsoft office tonight? http://bit.ly/lz64z  ,1
"Katie is there times when the sun does not shine for you? You are such a happy bunny, its ace ",1
Happy Monday ,1
 I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.,0
 AHahahs! Sure you can! ;) Just keep talking. ,1
 Her flight landed about 20 mins ago so we're just waiting for her to come to arrivals ,1
"OK, so why have I not been writing more, well :shame faced:, I forgot my password.  Sorted now, so gone is that excuse ",1
Listening 2 music!! ,1
Wohoooo mike brown won on wec  California boy just too pretty LOL anyone see where he broke his hand?,1
" iya rit, hiks :'(( thanks ya!!! ",1
"49 KM Cycle (lovely afternoon) Mt Lofty via the old freeway and back down through Norton Summit, Bravos for a latte then home.. bliss ",1
" Whoa, I actually teared up a little bit at the thought of you guys going on tour. Can't wait to see you soon though!! ",1
" You are most welcome, keep up with your quirky tweets. ",1
our film came 2nd in 24 hours film challenge...Very happy and proud of our achievement ..well done everybody ,1
lakers baby!!what a game  only two more games and we got the bling ,1
 Very hot! Can't wait to see her done ,1
 Maybe a good thing that we didn't get it then  I'm actually living pretty close to there now as well.,1
i'm helllllla bored! no school tomorrow though  SUMMMMMA!,1
" Glory Road!  I was just thinking about that movie last night!  Good movie, made me cry a bit.  ",1
"good morning world, having fried egg and potato scones for breakfast ",1
rofl Hammertime was an enjoyable show ,1
Also wishing  et. al. a great  ,1
" it was a lot of fun, I hope you raised a lot of money for Yesican ",1
  I'll be more then happy to send them your way!!! ,1
 he should have just hired u last May/June!!! I mean this!   Took a leave from work...u could b an asst. to them!,1
" anyone, anywhere, ever. You have a life. they dont. we love you, no one loves her. get me? good  *hugs*",1
" You're welcome! I really liked it! And, as soon as I get a little extra money I may just find myself ordering your CD! ",1
 lol sure suuuuure ;p. Well off to bed to watch a movie til I doze off. Night man ,1
 Hey there  - have your &quot;locker&quot; photos for the 80's event.,1
Nah mama my weave is dne my back like sum pocahontas shit lol im thinkn bout cutn it doe ,1
to all those poeple whjo are seeing  tonight... i really dislike you. ,1
gonna get dressssssed and skip about ,1
Wishing I was closer to Bway - should try to go shows we have here. ,1
TODAY IS THE BIG DAY!!! ,1
I finally have time to catch up on harry potter ,1
" Oh,I'm in Cologne,Germany...living here.  Have you been in Cologne or Germany?&amp;you are in London?",1
" yep, he's the NYer ",1
Goodnight world  i shall see you tomorrow,1
 helloooo cool chicki who likes funky hats and has shoe fetish which trumps mine ,1
 Congratulations!!! Now you can really raise that glass of champagne ,1
 That doesn't make it any better ,1
 You could turn your Z into a T or add the T for me and Your new Fav  ,1
good morning everyone ,1
 no news from u ,1
"About to watch State of Play   Ben Affleck &amp; Russell Crowe, anticipating greatness..",1
" Hey, you serious? that's awesome!  Glad to hear it's gettin out there, ta for letting me know x",1
Had tons of fun tonight  &lt;3,1
 yes you do ,1
 aw well atleast you go home today!! ,1
" but, that's what I exactly understood from your tweet - interactio &amp; participation is whr the fun is! ",1
you caught me diana ,1
 Oli writes it all. ,1
 I'd rather be in Shropshire any day................ ,1
 I LOVE LIAM  we are tiptop buds. Jealous? I know! ;),1
 Miss Maya I am currently jealous of you ,1
 Thanks ,1
"just finished my world lit essay. 2 more weeks of summer school! sleep, work 5am-2, pool ",1
 if i knew what that really meant I might be able to help! ,1
 haha don't forget the prodigys first album if you were into that ,1
 The weekend was awesome...Went to BBQ Nation good fun ,1
Time for mimis.. Gonna visit the boyfriend in dream land ,1
 i swear u!! U can hear me ,1
" Tampines1 also has twitter, you know?  ",1
So tired.. Lotsa Homeworks to be finish..  WTH.. ,1
 i second that!! ,1
" and even worse, by the time you responded to my tweets I took two flights over five hours. And that was the quickest response!",0
 But we're not allowed to listen to the message  ,1
Sitting at the java waiting for Trianna. ,1
"NEW SINGLE '3.0.3'OUT TODAY!! FREE DOWNLOAD FROM WWW.THESLIPS.NET   SINGLE LAUNCH TOMORROW: CAFE 1001, BRICK LANE, LONDON 10PM",1
 heard it was your birthday from . happy birthday! ,1
 hiya howu doing? did u join up on our forum? hope u can  www.gerrylicious.com,1
hanging with ash &amp; bridge tomorrow?! hopefullllyyy! ,1
"so twitterworld, im having a twitterbreak. tweet you when i can. ",1
theres nothing like playing the guitar in the morning ,1
" funny, I was thinking the exact same thing... except the part about wanting him to win...  ",1
 Ah!! You must send me a copy when you're done ,1
 I loved that song in high school and still to this day too ,1
 it didn't rain eventually but it was dark for a moment just nw. It's not hot now though ,1
 You got it girl....You got this!!! ,1
 Such a great quote! Thanks for sharing! ,1
"interview went really well, got an unconditional place, now i have somewhere to go if i dont get uni! ",1
" 1st deadline today, u'r almost half way done  not long to go ... how did the jacket come out?",1
chillin with amanda...cool beans lol ,1
 my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?,0
"great end  to a great, but short, break from school  wish i could hang with my faves downstairs but goodnight!",1
 hahaha God certainly is humourous ;) &amp; praise God for the smooth exit out of msia! ,1
 -- maybe tonight after our dinner event!  game??,1
" Don't worry I'll come and save you, with my 4x4 and my outstanding swimming skills ",1
 Hey Maddy! ,1
"Enrollment went well, looking forward to classes later!  Sana wlang masungit na prof :&lt;",1
ahhhhh 11 days and last exam today ,1
 What is the school production this year? I want to do it ,1
Working on my Greek lit essay...soooo looking forward to that class ending this week!!!! Then semi-freedom and SLEEP! ,1
  I have a custom order for 400g! A lot of spinning to do. Just going to weigh it up now,1
 no comment ,1
Can't go to sleep but had a wonderful weekend ,1
 &quot;Are you a twitterholic?&quot; Not yet but I am almost there ,1
"Hoping my buddies at 30 Rock can take it from here for a while.  I'm spent, Dieter!    ",1
  hooray for us aussies ,1
 Nice blog ,1
actually CANNOT believe how AMAZING The Script and Take That were ,1
crazy long work shift but I'm home now   Breakfast at the bf's tomorrow!,1
Drinking my sobe. Talking to . Goodnight twitterlandia ,1
"  I was told it would be emailed to me, but I haven't received anything yet. How can I follow-up?",0
 why Cancelled Flight  on 6/25 &amp; 6/28? Flights now 4 hrs longer &amp;  have layovers. Too Late Flight to find a reasonably priced alternative.,0
 Good on ya buddy  Not the jackpot this time but still a good placing ;-),1
 ya got it just now. oh and btw i need that collection when you get back so keep it intact ,1
just came from a meeting! ,1
Back to Raleigh and time to work now.... so many things to do ,1
 that was a great song can't believe you like it too ,1
... trying to teach Tomas a lesson on IT security. I'll keep changing his FB status until he learns  ,1
This is my home sweet home   You lost me at bonsai trips ? Is this a new drug? lmao,1
"My day?... Swimming through rocky reefs, deli sandwiches, snorkeling, riding waves, sand in my shorts, sunburn, beer in PB with friends. ",1
nice work today! so my wife is out of order  driving to here father and i will make radiohosting as long my eyes are open lol take a look,1
Befor I forget itunes vochers are two ÃÂ£15 vochers for only ÃÂ£25. That ÃÂ£5 free ,1
" That great! Hey, that e-mail... I just never know how much or how little people follow politics/law, so if I overexplained... ",1
THiNkiN bOUt DhEE SPECiAl ONE  -bOrEd- [$$$],1
i will tell you the title though: Ain't Got Nothing On Me. i love it when words just come to you. ,1
" David was outstanding last night!  I really enjoyed all those great videos, didn't you? It's obvious he's loving being at home! ",1
 i hear sleep helps my friend ,1
" Yes, but should be able to get a push notification via the app if I’m logged in and on a trip. Email/text is so 2010 😥.",0
 Thanks!  I really appreciate you contacting me.  ,1
  Good morning Ugo - if you're just getting up that means it must be about time for me to sleep ,1
 see you tmrw  I know you're reading this.,1
 You are the 1337357 ,1
 i think 4 the mo im gonna play it safe with back 2 black until i can be bothered to change it.. it ruined the mood lol ,1
" yeah, sadly I can't make it this year... I'm pretty bummed, especially today [MI arrival day]. but maybe next year. ",1
 Just wanted to say hi and that i love your work  and also wanted to know ur workout routine. I workout but i just want to learn.,1
 you craaazy ! but still awesomeee! ,1
 Finally some action ,1
"I am going to be cleaning, so if I don't @ reply fast thats why. Love yous ",1
yay! package from home! American macaroni and cheese ,1
 thanks  hasnt hit me yet. although the ache from project grad has.,1
 Good good! I do yeh  Her tunes are pretty catchy!,1
off to watch pineapple express. ,1
" Haha, not a couple, we're just best buds ",1
 Thanks for assembling my footrest! ,1
4 left in the $1500 limit hold'em event and  has more than half the chips in play ,1
"Dear Death Cab for Cutie, thank you for gracing me with your musical presence on this wonderful perfect GLORIOUS night  Love, Blaine.",1
 good luck with the job!  ,1
" Naw, just every few days when I need to crank out masterpieces. ",1
" Morning, pony raper ",1
 My sister didn't believe who guys like literally owned the pump jump! D= I had to show her video proof.  lol,1
@ the schools toilet preparing for my last exam  http://twitpic.com/7g6bo,1
 You're very welcome.  I'm heading out now. But keep in touch.,1
 Goodnight former virgin ,1
" We'll find out tomorrow, and it will most likely be yes ",1
My RP character's name: Sylvia Jane Cantrell. ,1
" Shit, piss, fuck, cunt, cocksucker, motherfucker, tits, fart, turd, and twat ",1
 hahah true that. Sunday + tequlia = ,1
" - to GM, but that went well. ",1
 life is a mystery.!!! LOL freakin marriah.!!! LOL *blast off.!!* LOL,1
"dbuilt2crash579 i know but i thought that was the only cute pic, if you take that stupid thing the has on her head off ",1
 Mcfollower  x,1
 those must be the ones who pick on me ,1
: sure it does. back when i had long hair ,1
 we were at Alice Lake ,1
"okay so you can get cavities from eating red frogs. hehe screw that shit, i'm eating oreo's now! yummy ",1
"went to his ex-school, the children there are sooo cute and adorable. haha, reminds me of my shildhood mem`ries. ",1
 line of 100+ people to rebook at MIA now. Virtual hold on rebook line just hangs up during call back. http://t.co/Upaz1eF3Dl,0
"but it rocks. it really, really, rocks  i think i feel really sorry for the cylons, which is probably a trap!",1
" seriously, you hate  since they can't accommodate you due to inclemental  weather disruptions? lol, very funny",0
Last week until summer ,1
Talkin about da good old times wit  ,1
http://bit.ly/Ryn8R     alt+135 = ÃÂ§   I WIN ,1
going to Texas after 10 days ,1
" Yes, excellent idea  said i'd meet Gillian this week, invite her along aswell? x",1
Gig was great tbh. On way home.  tired.,1
advance happy anniversary love.. i love you ,1
is getting ready to go swim half a mile in a bit  exercise is hard work but will be worth it in the end ,1
 It's another language    ,1
" only?? no sleeping, eating??  ",1
getting ready to hit the sack... 3:15 comes around pretty quick!  ,1
 you're running 5+ hours behind replying to anyone via Twitter. this is beyond unacceptable. I'm running out of time!,0
signing off twitter. ,1
" ah that one, just received anthr 'proof' that someone from my flist is involved  jerk. Lol.",1
 i wish we were friends ,1
loves his new job but can you tell me how you like my covers? http://www.myspace.com/joelgladwellmusic  Thankyou!!,1
loves Florence for giving away a free download of the Jamie T remix of RabbitHeart  ,1
 Now there's an idea!  Can you get the gauge for the wrist-thingies? I think it's around page 184ish. Thank you!,1
    carlmans is in mauritius doing mauritius things? ,1
" Hahahahaha, you are following me!  Bises. ",1
Good luck whitt! You're in my thoughts ,1
" yeah, now Dublin is a 35min flight that costs Ã¢ÂÂ¬50 ",1
" haha I did, the advantage of having 2 sisters! We could have swapsies ",1
just applied for internships in Brazil and UK.. Malaysia still on the table. we will see ,1
anyways watch out followers of mine! updates are pretty intense ,1
says Good morning everyone! I hope it's a great day for you  http://plurk.com/p/1139t0,1
"Lol, cant w8 to tell mish and yaash bout my wkend...omg...love DOES make the world go round... ",1
 Glad to hear that it went well and you made some good connections   My little brother works at that the Mirage.,1
"stoppin by to say goodnight.rough day n now its time to call it a night..Goodnight everyone n stay blessed, thank u god for another day ",1
had an unplanned dinner with Isay ,1
made my day  http://img32.imageshack.us/img32/1802/200902111426r.gif,1
 theres not meant to be im advertising for someone ,1
Getting drunk on a Sunday at a Chinese celebration for a 30 day old baby. This is fun ,1
 please sponsor   you won't regret it.,1
" Jayne is AMAZING. Probably my favorite Joss character ever, next to Spike and Xander. ",1
breakfast at german bakery... perfect start for the week... ,1
 I like your people observations ,1
 hi  care to chat? name's erika and i'm really bored ,1
 So... are you mailing me a jersey? I promise I'll wear it ,1
"My confirmation was yesterday and I had so mutch fun! Thanks for all,who recall me ",1
  Hi - glad to see you are tweeting.. ,1
watching Jonas with  ,1
 bon voyage  haha,1
"working with the kids at the boys and girls club with my group. i think after this volunteer work, i'm going to feel really glad i did it ",1
 Yay! Glad I'm not the only one ,1
 need my brain surgery done tomorrow...are willing and able??  How are you???,1
" oh lady, I totally agree. Work IS overrated. Hope your monday goes well...... ",1
And by &quot;tomorrow&quot; I really mean &quot;today&quot;. Haven't slept yet. ,1
DAMN LAKERS WON AGAIN...LOL...THATS OK ORLANDO GONNA COME BACK AND BEAT THEY ASS...LMAO...KOBE DONT GET AHEAD OF YA SELF PLAYA ,1
 Big Wave and Good Morning back atcha!! My pleasure re   Wishing you a wonderful day!,1
 haha  ,1
"The sweetest thing. After a hella tiring day back to school, Ikay boo just gave me the warmest hug when I got home. Ain't that something? ",1
 I want to speak to a human being! !!  This is not an obscene request!,0
watching &quot;U can't fix stupid&quot; and i love it !!!! ,1
Halfway through my last first day. Polsci's gonna be a biatch. TBA Histo's in FILIPINO! Theo with blockmates should turn my day around. ,1
 You are so full of good ideas  Why didn't I think of that?,1
  I'm ready to begin a movement: &quot;No getting outta bed until mother nature does her job&quot;!,1
" Hi, how r u? How was ur Bournemouth trip? I lived &amp; grew up in Bournemouth, my parents still live there. ",1
"Monday morning blues, but the TAM gathering is cool... ",1
In love with enter shikari's juggernauts (L)  Loove the lyrics.,1
 i do not want to stay overnight at this airport! I have been here since 11 am this morning!,0
 my pleasure! ,1
at the gym  I got given 2 free bottles of nutrient water. I have a awsome zest tshirt now! Training tomorrow...gay.,1
At the dentist again.. I have such a great dentist ,1
 just fired something off to Carlton but add that we served 36 Million ad impressions in May too ,1
Thursday Night Market is creeping over the horizon..... SIX O'CLOCK!!! Haha   ,1
" Congrats!!!  ... I'm not sure on a promo code, I'll see if I can find anything though. Sorry!! What a great night!!  ",1
 see you tomorrow in diliman  so excited for school! i'm so bored already! haha!,1
 if i had $25 i woulda been there for sure! I bet you did an amazing job ,1
 nick just wrote beautiful things about you  i'm so happy ! i totally agree with him ... you're AMAZING !,1
  I had fun with you guys tonight! Thanks for hosting  Love yall!,1
 ok thank you!,1
 he he!! This club seems to be an ever expanding one i must say ,1
"Ã¢ÂÂ¥ Things have been great, and I'm happy. ",1
 yay! you finally started your twitter account! ,1
theres nothing funnier than watching your best ginger friend fall into a lake full of duck. ,1
"This rain is making my sky go wonky, got boring daytime TV to be watching ",1
Early start to the day to try to knock out task stuff before meetings kick-in... Fun week ahead with  and I kidless... ,1
Elated to see Oskar win the Tony for Best Revival of a Musical for Hair! And his subtle shout-out to equal marriage? Icing on the cake. ,1
 ssooki is the bitch from xmen. LOL ,1
 Good example of the power of Drupal and lots of hard work! ,1
  Thanks for updating me with live feed of the Tonies while my mom insisted we watch Next Food Network Star. ,1
  Just spotted your earlier tweet. lol. Hope it was too confusing. I'm the long thin blond one. The bee is the short fat one. ,1
listening to my ipod ,1
Gotta get some sleep. Driving to Miami tomorrow  Yes. Be jealous.,1
Thanks for ReTweets guys        ,1
WWOUUHUUUU .. NOw I know how to play Eric Prydz- Pjaano on piano  ...ahm the first notes of course ..LOL ,1
"Just received an e-mail from one of my best friends  in US, he'll try to get me the new iPhone...bless his soul!  x",1
 aww cute ,1
" I watch that clip with a notepad an pen! Send on more if you have, last nights clip was brill! ",1
 heey you! ,1
 Thanks for the Pip-tip! You know I think you should do a &quot;Pip's Top Tip&quot; Tweet every day! Even better if they can rhyme! ,1
We got this..see u magicians in Orlando. ,1
 How utterly inspiring... High high fives ,1
 SO cute! loving the pet sharing tonight ,1
" amiiiin!!!Greeting for your husband G,  tell him we'll see him soon.HAHA.",1
"Home, sore throat. Watching ET. ",1
why are people drawing away from twitter? I feel the same way about msn and myspace ,1
New York is loads of soulful music. I like them all. The only peppy one is sung by KK - Hai Junoon. Stream away ,1
missed FF!!! &quot;lurking much&quot; drama right now. ,1
 Good morning! ,1
lol. cats fighting outside. reminds me of david's tweet. ,1
" OMG, that is truly the most wonderful name I have heard for a kitten in a long time ",1
"it's my brother's 18th today  but i've gotta sit down, not move my leg and revise. not fun!! tweet tweet",1
 You mean Twit-out? JK  ,1
Bing is my new favorite search engine. ,1
 Thank you for making that a public announcement! I feel so much better!! ,1
" ,Hey i came across your music on youtube, a drop in the ocean is amazing, ,and seven english girls, keep up the brill work ",1
" nope shes not following now yahooooo, good luck blocking that one, no doubt she will be back lol ",1
 not in any way that I am happy with or find acceptable.   If I could speak to a human maybe that would happen,0
  thanx i cant wait ,1
Good Morning ,1
"  just so you know, reservations team has a 2+ hr callback time",0
" Am having one made tomorrow, sistah. Based on your say-so  ",1
Me walking the stage at graduation.  http://tinyurl.com/lp6g86,1
 hey no worries. You too ,1
 lol thanks for the compliment!  although that one drunk pic is kinda questionable. Lol just you wait...,1
 Ã¬Â ÂÃ«?Â ÃªÂ·Â¸ Ã«ÂÂ¸Ã«ÂÂ Ã¬Â¢ÂÃ¬ÂÂÃ¬ÂÂ ,1
Hopee out off da back; turn my swagg on! take a look in da mirror say wassup (yeaah) getting moneeyy (ohh) -keerrrii ,1
Tweeting on vaccation..  Using dial up connection Feels like in pre historic age  .. Twitter works perfectly ..,1
"2. After handing carbs SOSE books, ddnt say anything abt VCA exam. thank goodness ",1
" I've been in line for over half hour trying to see a representative, now I might even miss the next flight too, unacceptable",0
I got so many awesome new clothes today! I feel really happy even though someone slashed my car tire! Shopping fixes everything ,1
Good news they were just controlled dets  going to bed now.,1
i hear thunder but the birds are still singing! ,1
 thanks!!!!  you need to come ovvvvvveeerrrrrrrrrrrrrr,1
 thank-you !! much appreciated ,1
" Hey sorry I wasn't getting your @ replies for some reason - wasn't ignoring you  Hope its still sunny, I'm back on Wednesday",1
about ready to head off to work but callin in to starbucks before me think  then 2 days off! plenty of time for surf and g.amp shoppin!!,1
 nope.. i don't think that's possible ,1
 I can't imagine which scene in Mulholland Drive! Perhaps the meat in a particular sandwich...? ,1
"Getting some new furry friends , hoola hoola ! ",1
 - Can u share your Italian buttercream recipe w me?  Molto piacere  ollie's bday is coming up!!,1
" i know, i seriously NEED to get in! *cough* especially for defaulting my pic from so cal rock ",1
Ok. Um LoVE LOVE LOVE THIS PHONE! Nighty night ,1
" I loved that movie, its hilarious!! Nd I usually hate those kinds of movies! ",1
" yes, i just happen to have a carryout menu   tue &amp; wed 7am-8pm, thurs, fri &amp; sat 7am-10pm, sun 7am-3pm.",1
 will see you in 24 hours my friend!  ,1
 its right here on TTK road       ,1
Help  win a bet! Follow him now!!!! ,1
 Please have Big Rob perform Burnin' Up with you? ,1
i turned kats lava lamp on. its mesmerising  and pink. which is always a plus. the silver glitter in it is the added bonus ,1
 you will ,1
 I know. ,1
" Yes,  it would! We'll have to figure out how to make that happen! ",1
 they could be seen if your horrible customer service group would actually update the information! Never fly American again!,0
" Your new background suits my last post.  How sweet, thanks.  ",1
 hey!how was yer exam?  hope itwas fine. ,1
 with java in hand it's definately alright  http://www.squidoo.com/aCoffeeConnoisseur,1
Spending today with my best friend charlene  gonna talk shit n' drink wine haha ..,1
"i love this weather, when i'm inside ",1
"Good morning to most, goodnight to me ",1
Reading breakin down.. ,1
 ahhhhhhhhh i no ,1
" intern. One at northern hospital, one at royal Melbourne. Did ok I think ",1
" haha, cause circles take up less space and squares give space for everyone's stubby little hands to take them out! ",1
First time checking out Sunday night's  discussion. Very cool ,1
Lakers 2009 NBA Champs! ,1
 good morning! i'd like to have some coffee please. 2 sugar cubes. thank you! ,1
socialising like a butterfly ,1
 lmao! that picture alone would knock me out... ,1
" I'm still aspiring to be moderately functional, but I'll take the title of domestic goddess! ",1
"Updating website, uploading phone sessions, catching up on emails - all that &quot;officey&quot; stuff today!    Have a great day!  &lt;3",1
"http://twitpic.com/7gi8v - these are the delightful,not me, possibly even a little CFM shoes ",1
 Wish I was there but I will see you in Chitown  ,1
 i feel the love! ,1
is excited for Lanzorotte on Thusday with the 1 she loves ,1
finally bought her fossil watch.. and lovin' it. ,1
 loving the new show !!! soooooooo funny ,1
 supernatural is coool  i know hey i have like 1st &amp; 2nd season! ,1
 lol only if u was up north I could prolly share a few drinks wit you ,1
" bt my friend said, if u use twitterberry, it's easier .. automatically in ur twitterberry  is dat true?",1
 welcome to the tweetspace ,1
Ugh rain... At least it'll be clear this weekend ,1
"It's a beautiful day here in Indy. It's really humid though, but that's the Midwest for you ",1
 Hey  Thanks for the follow.,1
ate a ton of marshmallow cream cause i do whatever i want. and i'm cute. and my body is kick ass. ,1
" Thx! Yup, the avatar is indeed me. Goofing off while my boyfriend was doing photo lighting tests ",1
 Thank you dear! Can you eat a few celebratory croissants for me in Paris?  (SO jealous!!),1
 introducing ourselves  ,1
           Rt Thanks ,1
Please help me get more followers ,1
 You never know bro! Don't be surprise to see elephants and goats around too ,1
Go Lakers! Go Kobe! Yay!  Perfect way to end the season. One last smile...  One last yay... Yay!,1
"Night's too hot 2 sleep,watchin some comedy series,waiting 4 the climate 2 chill 2 go 2 bed, will start 2009 Lost in Space version 2mo ",1
" I know this one, but already won a .  Then again, I am a &quot;group&quot; junkie.  ",1
Zzy... I mean Zzz. ,1
Looking for a printer that can print retail headed cards!  One that already has a euroslot die ,1
 have u tried resetting the password? whats ur username? i can have a look for u ,1
had a FABULOUS night!!!!    ,1
Tomorrow....i mean today should be funn ,1
is sat watching ricki lake ,1
wondering if the cabin we are staying at in gatlinburg are really that nice ,1
"I'm BACK!!! What a relaxing week-end, managed not to think any work-related things  Didn't sleep very much though, but I'll live...",1
" check your email, dude ",1
 Mmm i love that! ('To trust is to rest')..soo good Miss Dee  xxoo,1
 im fineeee  wbbu?,1
Five days in work until I have ten days off!! I love my job but need a break ,1
" Thanks. And are you?  In Japan, Chromium are not capable for inputting Japanese. Is Chinese input running?",1
I'm home in bed now!!! Mission accomplished wooooo hoooo!!!  nite nite ya'll,1
 thank you ,1
i just found out what  was  their is no way i will win tho xD,1
Just got a facebook account... about time ,1
 Thanks for your help! ,1
 Keynote is wicked! the 3d transitions is enough to make people go 'ooo fancy' and distract them from the content ,1
have an ominous feeling about today hmm. MH awards latttter ,1
Having my tattoo done now. Can't wait till it's done  - http://tweet.sg,1
missing the inbetweeners tbh :/  i really hope theres a 3rd series ,1
" Yeah, we should go. Can't let Paula hog the sun all by herself. ",1
Science has almost finished now... YAY!! No more practice exam!! ,1
 Donna Hay's No Time to Cook is great - i have used her &amp; with simple ingredients u can cook up a storm ,1
 tell me about it  i'mm off frm work to enjoy at home for an extended weekend,1
Monday Funday! ,1
yuhuuuu korean drama again!!! it's shining inheritance  must watch it,1
 happy birthday beefcake baby! ,1
"just signed out on plurk and friendster, now signing out here.. Bye ",1
Somewhere over the rainbow  quite looking forward to doing this Wizard of Oz funness.,1
listening to ksm  bby!woo,1
i am back from japan and my holiday!! Had a great time thanks to all those that have followed me whilst i have been inactive ,1
 thank you Lana ,1
playing Wii while listening to music...and on Twitter ,1
 I know!  Where ya been?  I missed ya!  ,1
  haha! thatz funny ,1
" that 2 hr wait became a 4 hr one. And y'all claimed to have sent an email. Yeah, that never happened. ",0
" That's a great idea - she'll listen to me, won't she? ",1
And I got to see Coalesce destroy the low ceiling! And the gutair player used sheetrocks to play his guitar! THAT was awesomeness! ,1
 awe that's sweet. I'm sure you are having a blast in our beach town ,1
 Looking forward to see it!! ,1
  sorry! Got distracted by the babies. Home in va for the night safe and sound  see you all tuesday!,1
" son put that pic up ,But I will get him back ",1
hanging out w my love on his bday!! ,1
 Yay! A tweet and a bargain. Couldn't be better. ,1
my semiformal is tonight  i have a really busy week ahead of me,1
http://bit.ly/WNDmN via  Added this great bracelet...take a peek ,1
" Contempt of court? :-P Besides, all the best there! ",1
Walking with ma brothers now ,1
 Really?  How super awesome of you  I am honored,1
 maby he will give it you.... in your dreams  ,1
First late night drive with brian and ash ,1
"On one hand is Fuzzball, on the other hand is Kobe  http://fuzz-ball.com/twitter",1
 Thanks for following me and I LOVE your bags!! I'm contemplating getting one for one of my ROSEL looks ,1
hmm.. more and more fine women coming to shisha now days.. i like ,1
Do you really trust your Satnav http://digg.com/d1tZ8i ,1
 the bassist is hot ,1
Eating the yummy cake my girlfriend made me for my birthday! ,1
" hi!! ur puppydawg is such a cutey  Ru touring anytime soon?Listened 2 &quot;Spin&quot;yesterday,gd memories! ur music makes me happy!x",1
 Happy Birthday! have a good one! ,1
shares http://tinyurl.com/c68kpj i really love Lily Allen  http://plurk.com/p/11027d,1
 Our local restaurant sells Chicken Suprime - never tried it; think it might be sub-standard. ,1
Had a good time shopping in the states. ,1
yay for being that much closer to the beginning of my summer vacay! 12 work days and counting ,1
"damn can anyone please tell me what he is doing with me?  idiot, i still love you! -.-'",1
 Lol come to my one in Earl's Court. I got a Fili one ,1
: cool and thank you--you are the first to reply. might be too early for the twitterverse. ,1
happy puppy !! LOL ,1
  I think it's ok...just going to leave for hubs..he's the handyman..awww...she's to little to outgrow the cot. ,1
"The Stream Scene  now online, check it out on http://www.metaverse-tv.com or http://blip.tv/file/2241108   ",1
chegay do shopping ,1
 Must buy new set top box ,1
 better than the best flow... ,1
yesterday was an amazing day  Ã¢ÂÂ¥,1
Is SO happy! ,1
http://twitpic.com/7g9ym - I LUV MY BDAY GIRL... ,1
 One day hopefully more MPs would be like you ,1
" yeah, go for it! fun!!! ",1
Must sleep now...very tired... I hope I have a nice dream about murdering Nick Griffin and the rest of the BNP ,1
" don't think we can do it as well as her, but will let you know when we do our pad thai rendition ",1
 hello  long time no see. how are you and Todd?,1
" nako, hindi pwede dito, too many prying eyes! Will make kwento when we chat soon. ",1
 have fun and enjoy the beach ,1
This was the best weekend ever!!!! ,1
Just got off the  Ã¢ÂÂ  Misery loves company..... Haha,1
 yes she has twiter ,1
 but you killed a crapload of zombies amirite? ,1
": oh, awesome!   did she personal-shop you and your sister?",1
"Right, that's it then! Flying out tonight, up to Gatwick this afternoon. Will miss you all  But sod it, I'm going to MAJORCA!!!!!!",1
I think  just needs more hugs too! ,1
just got home from Chicago...Congrats to Erica for her high school graduation ,1
 I asked Kristian to take home your books since he lives near the school ,1
 You should spoil yourself!! Go for it!!  I'm sure you'd feel the benefits in a few days.,1
That's 17 pounds lost in 8 weeks! ,1
Hey you crazy new followers! Have no idea where you've come from - and you dont look like spam... say hi! ,1
 I like your attitude of being on Twitter to build relationships as opposed to traffic. I couldn't have said it better myself ,1
 hi are you and the twilight cast doing a convention in the uk soon? X ,1
 alrighty.  who else is going?,1
In Paris and picked up by limo too  Lovely hotel with the biggest bed I've ever seen! Going out for a walk to meet the Parisians!  xxx,1
uhm had an amazing weekend  and holy shit its my last week of highschool :O,1
 Thank you! ,1
" hi gill , met you with some twitter friends yesterday for lunch ,it  was lovely ",1
RE:   http://disq.us/bbv,1
 haha...d only reason i get updated pics is by my friends' links nd my profile pic was from David's concert here in Manila ,1
Yay powers back ,1
hello everyone   i just woke up and 	 I think this will be a good day ,1
 what you got??  ,1
Discovered cobogw library for gwt yesterday. It almost makes gwt sane  http://tinyurl.com/cbu6wm,1
  is this a Roger Dean mountain we are talking about? ,1
